% Point Number,Decimal Latitude,Decimal Longitude
130,56.1074,-57.3621
131,56.095,-57.3464
132,56.0844,-57.3531
133,56.0783,-57.3637
134,56.0182,-57.365
135,55.9942,-57.3597
136,55.9668,-57.3443
137,55.9219,-57.2871
138,55.9131,-57.2577
139,55.8935,-57.2165
140,55.8479,-57.1804
141,55.8401,-57.1787
142,55.7929,-57.149
143,55.7745,-57.1098
144,55.7675,-57.0829
145,55.7395,-57.0088
146,55.6923,-56.9248
147,55.6878,-56.9211
148,55.6778,-56.9106
149,55.6248,-56.8427
150,55.5917,-56.7871
151,55.5758,-56.7531
152,55.5646,-56.7273
153,55.5212,-56.6682
154,55.4913,-56.6031
155,55.4773,-56.5748
156,55.4697,-56.5533
157,55.4659,-56.519
158,55.4556,-56.4636
159,55.4515,-56.416
160,55.4498,-56.362
161,55.4478,-56.3412
162,55.4463,-56.2848
163,55.4478,-56.2298
164,55.4506,-56.2103
165,55.4524,-56.1591
166,55.4349,-56.0943
167,55.3908,-56.0299
168,55.3789,-56.0111
169,55.3739,-55.9935
170,55.3707,-55.9662
171,55.3596,-55.8982
172,55.3554,-55.8562
173,55.3547,-55.8096
174,55.3583,-55.7707
175,55.3574,-55.7286
176,55.3396,-55.6573
177,55.3385,-55.6527
178,55.3211,-55.5831
179,55.3133,-55.5502
180,55.2905,-55.4932
181,55.2749,-55.4531
182,55.2695,-55.4306
183,55.2662,-55.3981
184,55.2576,-55.3388
185,55.2538,-55.2949
186,55.2333,-55.2302
187,55.2102,-55.172
188,55.1985,-55.141
189,55.1989,-55.13
190,55.1929,-55.0135
191,55.193,-55.0101
192,55.193,-55.0064
193,55.1901,-54.9879
194,55.1794,-54.8892
195,55.1786,-54.8751
196,55.1758,-54.8555
197,55.1671,-54.771
198,55.1621,-54.7392
199,55.1571,-54.6946
200,55.1518,-54.6552
201,55.1464,-54.6037
202,55.1379,-54.5384
203,55.137,-54.5315
204,55.1367,-54.5289
205,55.1289,-54.4674
206,55.1276,-54.4186
207,55.1257,-54.3835
208,55.1244,-54.3371
209,55.1191,-54.2972
210,55.1039,-54.2174
211,55.101,-54.1982
212,55.0985,-54.1861
213,55.0899,-54.1355
214,55.0766,-54.0759
215,55.0734,-54.0575
216,55.0564,-54.007
217,55.0464,-53.9728
218,55.0162,-53.9036
219,55.0072,-53.8772
220,54.9897,-53.7897
221,54.9849,-53.7675
222,54.9831,-53.7605
223,54.9385,-53.6778
224,54.8899,-53.6134
225,54.8802,-53.5983
226,54.8755,-53.5837
227,54.8704,-53.5564
228,54.8564,-53.49
229,54.8486,-53.4435
230,54.8334,-53.3812
231,54.8318,-53.3614
232,54.8216,-53.3034
233,54.8182,-53.2659
234,54.7901,-53.1649
235,54.7885,-53.1628
236,54.7874,-53.1602
237,54.7392,-53.0761
238,54.6904,-53.0265
239,54.6478,-53.0434
240,54.6147,-53.0834
241,54.6076,-53.102
242,54.5907,-53.1343
243,54.5604,-53.1483
244,54.4986,-53.1598
245,54.4928,-53.1594
246,54.491,-53.1603
247,54.4854,-53.1611
248,54.4338,-53.1854
249,54.3914,-53.1758
250,54.3527,-53.1451
251,54.308,-53.076
252,54.3019,-53.0604
253,54.2918,-53.0468
254,54.2434,-52.9858
255,54.2418,-52.9836
256,54.1923,-52.9304
257,54.1748,-52.9129
258,54.1543,-52.8816
259,54.1273,-52.8258
260,54.0928,-52.7632
261,54.0711,-52.7461
262,54.0245,-52.738
263,53.9933,-52.7196
264,53.9702,-52.7045
265,53.9278,-52.6567
266,53.9077,-52.6305
267,53.8939,-52.6157
268,53.8772,-52.6137
269,53.8631,-52.6163
270,53.8423,-52.6201
271,53.8071,-52.6211
272,53.7946,-52.6162
273,53.7847,-52.6081
274,53.7742,-52.5911
275,53.7412,-52.5183
276,53.726,-52.4849
277,53.7225,-52.4771
278,53.703,-52.434
279,53.6989,-52.4276
280,53.6952,-52.4242
281,53.6878,-52.418
282,53.6175,-52.3812
283,53.6096,-52.3771
284,53.5998,-52.3643
285,53.5959,-52.3593
286,53.5586,-52.294
287,53.5192,-52.2298
288,53.5069,-52.2116
289,53.4967,-52.2031
290,53.4828,-52.1968
291,53.4653,-52.1945
292,53.4201,-52.1884
293,53.4021,-52.1868
294,53.3975,-52.1861
295,53.3942,-52.1817
296,53.3914,-52.1764
297,53.3441,-52.0983
298,53.2983,-52.0357
299,53.2637,-52.041
300,53.2426,-52.0436
301,53.1992,-52.0526
302,53.1657,-51.9991
303,53.126,-51.9402
304,53.1111,-51.92
305,53.1001,-51.9105
306,53.0823,-51.8996
307,53.0115,-51.8798
308,53.001,-51.8715
309,52.9643,-51.7946
310,52.9331,-51.7352
311,52.9134,-51.7127
312,52.902,-51.7057
313,52.883,-51.6906
314,52.8137,-51.6732
315,52.803,-51.6518
316,52.7733,-51.5824
317,52.7433,-51.5325
318,52.7161,-51.5063
319,52.7041,-51.4981
320,52.6864,-51.4872
321,52.6125,-51.4707
322,52.6052,-51.4642
323,52.5663,-51.3853
324,52.5114,-51.3141
325,52.5084,-51.3102
326,52.5063,-51.3086
327,52.4973,-51.297
328,52.4487,-51.2368
329,52.4075,-51.1725
330,52.3975,-51.1561
331,52.3907,-51.1407
332,52.3514,-51.071
333,52.3087,-51.0284
334,52.2837,-51.0051
335,52.2575,-50.963
336,52.2376,-50.9202
337,52.21,-50.8804
338,52.1813,-50.8444
339,52.1261,-50.8053
340,52.1113,-50.792
341,52.1043,-50.787
342,52.0946,-50.7743
343,52.0484,-50.7111
344,52.0127,-50.6579
345,51.9897,-50.6378
346,51.9339,-50.6125
347,51.914,-50.5989
348,51.9032,-50.5892
349,51.8995,-50.5827
350,51.8933,-50.5717
351,51.8593,-50.5031
352,51.8154,-50.4274
353,51.8102,-50.4216
354,51.8,-50.4111
355,51.7428,-50.3566
356,51.7169,-50.3173
357,51.6846,-50.2834
358,51.6352,-50.2451
359,51.6184,-50.2303
360,51.6111,-50.2241
361,51.5964,-50.2093
362,51.5469,-50.1566
363,51.5199,-50.1152
364,51.4918,-50.0811
365,51.4569,-50.0324
366,51.4334,-50.0086
367,51.4215,-50.0007
368,51.4002,-49.9844
369,51.3465,-49.9617
370,51.3231,-49.9319
371,51.2936,-49.8846
372,51.2798,-49.8422
373,51.2512,-49.7982
374,51.2248,-49.7781
375,51.1859,-49.7584
376,51.1597,-49.7559
377,51.1265,-49.7339
378,51.0961,-49.7363
379,51.0293,-49.7503
380,51.029,-49.7511
381,51.0282,-49.7525
382,50.9981,-49.825
383,50.9813,-49.8569
384,50.9925,-49.9062
385,51.0267,-49.9959
386,51.0274,-49.998
387,51.0274,-49.999
388,51.0282,-50.0418
389,51.0291,-50.1217
390,51.0291,-50.1228
391,51.029,-50.1237
392,51.0282,-50.126
393,50.9927,-50.1887
394,50.9655,-50.2236
395,50.9513,-50.2454
396,50.93,-50.2657
397,50.9117,-50.3049
398,50.906,-50.3259
399,50.8714,-50.3633
400,50.8318,-50.3726
401,50.8011,-50.3727
402,50.7557,-50.3948
403,50.7426,-50.4013
404,50.7336,-50.4008
405,50.7175,-50.4013
406,50.6584,-50.3882
407,50.6355,-50.3962
408,50.6093,-50.3746
409,50.5394,-50.3161
410,50.538,-50.3149
411,50.5375,-50.3147
412,50.5371,-50.3147
413,50.5365,-50.315
414,50.4748,-50.3374
415,50.4394,-50.3345
416,50.4036,-50.3122
417,50.3461,-50.2463
418,50.3442,-50.2422
419,50.3414,-50.236
420,50.3318,-50.229
421,50.2834,-50.1734
422,50.2435,-50.1538
423,50.2096,-50.1166
424,50.1788,-50.0629
425,50.165,-50.0335
426,50.1456,-49.9997
427,50.1065,-49.9631
428,50.0863,-49.9555
429,50.0477,-49.9298
430,50.0209,-49.9174
431,49.9512,-49.8596
432,49.9504,-49.8588
433,49.95,-49.8585
434,49.9489,-49.8574
435,49.8862,-49.7948
436,49.8525,-49.7596
437,49.8172,-49.7694
438,49.7613,-49.787
439,49.7557,-49.7887
440,49.755,-49.7889
441,49.7518,-49.7876
442,49.6684,-49.7499
443,49.6576,-49.7456
444,49.6429,-49.7363
445,49.5888,-49.7004
446,49.5602,-49.6829
447,49.5441,-49.7012
448,49.5323,-49.7175
449,49.495,-49.7456
450,49.4628,-49.7483
451,49.4201,-49.7487
452,49.3756,-49.7748
453,49.3654,-49.7788
454,49.3616,-49.7781
455,49.3328,-49.7733
456,49.273,-49.7595
457,49.2681,-49.7635
458,49.2512,-49.7672
459,49.2092,-49.7803
460,49.1708,-49.7839
461,49.1416,-49.7952
462,49.1004,-49.7842
463,49.0735,-49.785
464,49.0568,-49.7826
465,49.0428,-49.7989
466,49.0091,-49.8292
467,48.9762,-49.8518
468,48.9421,-49.8084
469,48.9173,-49.7572
470,48.9013,-49.7238
471,48.879,-49.709
472,48.8401,-49.6828
473,48.8262,-49.6711
474,48.7818,-49.6458
475,48.7461,-49.6232
476,48.6939,-49.5612
477,48.6901,-49.553
478,48.6846,-49.5435
479,48.6518,-49.4664
480,48.62,-49.4148
481,48.6036,-49.3891
482,48.5874,-49.3806
483,48.5461,-49.3388
484,48.5364,-49.3296
485,48.4903,-49.2762
486,48.4828,-49.2575
487,48.4806,-49.2473
488,48.4674,-49.2143
489,48.4509,-49.1652
490,48.4137,-49.1037
491,48.4083,-49.0829
492,48.3931,-49.0263
493,48.3837,-48.9839
494,48.3803,-48.9709
495,48.3713,-48.9406
496,48.3596,-48.8845
497,48.3379,-48.8354
498,48.3286,-48.7916
499,48.3173,-48.7336
500,48.3115,-48.705
501,48.3096,-48.6874
502,48.2978,-48.5809
503,48.2976,-48.5787
504,48.297,-48.5773
505,48.2961,-48.5755
506,48.2518,-48.4978
507,48.2324,-48.4781
508,48.199,-48.44
509,48.1939,-48.4303
510,48.1921,-48.4233
511,48.1907,-48.4124
512,48.1885,-48.3944
513,48.1795,-48.322
514,48.1762,-48.2965
515,48.1705,-48.2589
516,48.1621,-48.2165
517,48.1558,-48.1683
518,48.1561,-48.1145
519,48.157,-48.0996
520,48.1573,-48.047
521,48.1584,-47.9963
522,48.1576,-47.9772
523,48.1586,-47.9256
524,48.1613,-47.8791
525,48.1615,-47.8517
526,48.1639,-47.8054
527,48.1638,-47.7612
528,48.1642,-47.7274
529,48.1641,-47.6837
530,48.1633,-47.6387
531,48.1645,-47.6053
532,48.1636,-47.5618
533,48.1619,-47.5146
534,48.1617,-47.4862
535,48.1597,-47.4388
536,48.1596,-47.3893
537,48.1603,-47.3657
538,48.1602,-47.3171
539,48.161,-47.2697
540,48.1631,-47.2413
541,48.164,-47.1965
542,48.1672,-47.1575
543,48.1782,-47.1051
544,48.181,-47.0799
545,48.1836,-47.0614
546,48.199,-47.0178
547,48.205,-46.973
548,48.2054,-46.9656
549,48.2073,-46.9558
550,48.2186,-46.8724
551,48.224,-46.8495
552,48.2305,-46.812
553,48.2326,-46.7725
554,48.2425,-46.7333
555,48.2532,-46.6828
556,48.2961,-46.6352
557,48.2978,-46.6305
558,48.2984,-46.6285
559,48.2988,-46.6252
560,48.302,-46.5151
561,48.3034,-46.5081
562,48.3054,-46.4971
563,48.3,-46.4617
564,48.6206,-45.4268
565,48.6211,-45.4263
566,48.6317,-45.3871
567,48.6333,-45.3299
568,48.6338,-45.3239
569,48.6352,-45.266
570,48.6331,-45.2079
571,48.632,-45.1989
572,48.6294,-45.1421
573,48.6255,-45.0931
574,48.6225,-45.0621
575,48.6188,-45.0168
576,48.6134,-44.9825
577,48.6018,-44.9077
578,48.5988,-44.8887
579,48.5955,-44.8775
580,48.5874,-44.8617
581,48.5485,-44.8006
582,48.526,-44.745
583,48.5146,-44.7111
584,48.4903,-44.6531
585,48.4787,-44.6236
586,48.4739,-44.6076
587,48.4377,-44.541
588,48.3931,-44.4938
589,48.3761,-44.4784
590,48.3586,-44.4519
591,48.3374,-44.3938
592,48.2961,-44.3121
593,48.2959,-44.3117
594,48.2944,-44.3092
595,48.2521,-44.2324
596,48.2411,-44.2268
597,48.199,-44.1916
598,48.1829,-44.1774
599,48.1684,-44.153
600,48.139,-44.098
601,48.102,-44.0401
602,48.0904,-44.0232
603,48.0799,-44.0057
604,48.0335,-43.9566
605,48.0049,-43.9427
606,47.9692,-43.9292
607,47.9329,-43.9324
608,47.9079,-43.9199
609,47.8783,-43.8637
610,47.8507,-43.8187
611,47.8317,-43.7874
612,47.811,-43.7571
613,47.7737,-43.7502
614,47.7574,-43.738
615,47.714,-43.7275
616,47.669,-43.7108
617,47.6598,-43.7113
618,47.6171,-43.6913
619,47.58,-43.6675
620,47.5457,-43.6431
621,47.5202,-43.626
622,47.5066,-43.6174
623,47.4519,-43.5851
624,47.4247,-43.5758
625,47.4234,-43.5761
626,47.4224,-43.5757
627,47.416,-43.5751
628,47.3659,-43.6105
629,47.3265,-43.6262
630,47.2297,-43.5993
631,47.1826,-43.5692
632,47.1781,-43.5655
633,47.1329,-43.5323
634,47.0913,-43.5371
635,47.0826,-43.5406
636,47.0362,-43.5367
637,46.9972,-43.5313
638,46.9575,-43.5465
639,46.9394,-43.547
640,46.9312,-43.5515
641,46.9064,-43.555
642,46.8615,-43.5662
643,46.8427,-43.5876
644,46.8378,-43.6508
645,46.8372,-43.6568
646,46.8351,-43.6656
647,46.8226,-43.7484
648,46.8156,-43.7715
649,46.8026,-43.818
650,46.8003,-43.8352
651,46.7779,-43.8819
652,46.7662,-43.9038
653,46.746,-43.9135
654,46.7179,-43.951
655,46.6849,-43.9769
656,46.6739,-44.0046
657,46.6493,-44.0303
658,46.6402,-44.0737
659,46.6391,-44.0849
660,46.6336,-44.1031
661,46.6219,-44.1665
662,46.6074,-44.1967
663,46.6004,-44.2543
664,46.6,-44.2562
665,46.592,-44.313
666,46.581,-44.3453
667,46.5527,-44.3644
668,46.5295,-44.3873
669,46.492,-44.4059
670,46.4813,-44.4343
671,46.4561,-44.4823
672,46.4501,-44.5073
673,46.4436,-44.5129
674,46.4385,-44.5334
675,46.4293,-44.596
676,46.4187,-44.6265
677,46.4278,-44.6643
678,46.4241,-44.7086
679,46.4294,-44.7499
680,46.4275,-44.785
681,46.4214,-44.8248
682,46.4196,-44.8676
683,46.4145,-44.9181
684,46.4141,-44.9341
685,46.4076,-44.9847
686,46.4043,-45.0396
687,46.4029,-45.0497
688,46.399,-45.1027
689,46.3924,-45.1419
690,46.3618,-45.2098
691,46.361,-45.2124
692,46.3611,-45.2145
693,46.3676,-45.3246
694,46.3678,-45.3348
695,46.3657,-45.3419
696,46.3595,-45.3488
697,46.3307,-45.4087
698,46.3033,-45.437
699,46.2972,-45.4779
700,46.2629,-45.5082
701,46.2542,-45.5325
702,46.245,-45.5409
703,46.2394,-45.5686
704,46.2332,-45.6208
705,46.2239,-45.6552
706,46.2302,-45.6977
707,46.2629,-45.7546
708,46.2741,-45.7758
709,46.2754,-45.7901
710,46.2719,-45.8003
711,46.2629,-45.8061
712,46.2172,-45.8369
713,46.1969,-45.8881
714,46.1975,-45.9271
715,46.1945,-45.9726
716,46.1952,-46.0079
717,46.2299,-46.0589
718,46.2629,-46.0972
719,46.2933,-46.1184
720,46.3336,-46.1678
721,46.3062,-46.2139
722,46.2931,-46.2389
723,46.2754,-46.2715
724,46.2697,-46.2782
725,46.2629,-46.2786
726,46.2536,-46.2768
727,46.1816,-46.2635
728,46.1664,-46.2605
729,46.1335,-46.2718
730,46.1131,-46.2789
731,46.0699,-46.2932
732,46.0457,-46.2959
733,45.993,-46.2865
734,45.9734,-46.2863
735,45.9612,-46.2868
736,45.9406,-46.296
737,45.9211,-46.3454
738,45.918,-46.3584
739,45.9036,-46.4055
740,45.8975,-46.4294
741,45.8769,-46.4857
742,45.8707,-46.5085
743,45.87,-46.516
744,45.8698,-46.5247
745,45.8594,-46.6112
746,45.859,-46.6329
747,45.8595,-46.6546
748,45.857,-46.7276
749,45.8575,-46.7525
750,45.8638,-46.7706
751,45.8657,-46.773
752,45.8399,-47.5527
753,45.8185,-47.5813
754,45.8273,-47.6422
755,45.8274,-47.6455
756,45.8406,-47.7077
757,45.8137,-47.7414
758,45.7804,-47.7543
759,45.7496,-47.7628
760,45.7337,-47.7965
761,45.7218,-47.8401
762,45.7094,-47.8777
763,45.7007,-47.9068
764,45.697,-47.9218
765,45.684,-47.9763
766,45.6706,-48.0011
767,45.6633,-48.0157
768,45.6327,-48.0629
769,45.6292,-48.0739
770,45.6098,-48.1199
771,45.6013,-48.1344
772,45.5876,-48.1526
773,45.5502,-48.149
774,45.5352,-48.1527
775,45.4912,-48.1442
776,45.4651,-48.1649
777,45.4515,-48.1934
778,45.4551,-48.2394
779,45.4912,-48.319
780,45.4939,-48.3222
781,45.4938,-48.3255
782,45.4929,-48.3273
783,45.4912,-48.3288
784,45.4703,-48.3446
785,45.4396,-48.3652
786,45.4341,-48.379
787,45.4107,-48.4209
788,45.4061,-48.4335
789,45.3949,-48.493
790,45.3852,-48.5209
791,45.3572,-48.5249
792,45.3167,-48.5356
793,45.2986,-48.5287
794,45.2651,-48.5759
795,45.2236,-48.6053
796,45.2147,-48.6181
797,45.2023,-48.6334
798,45.1748,-48.6764
799,45.1657,-48.7079
800,45.1349,-48.7348
801,45.106,-48.7435
802,45.0666,-48.7495
803,45.0391,-48.7903
804,45.0252,-48.8054
805,45.0097,-48.8092
806,44.9666,-48.8347
807,44.9425,-48.8811
808,44.9371,-48.9085
809,44.9137,-48.9741
810,44.8177,-48.9454
811,44.8085,-48.9488
812,44.7848,-48.9533
813,44.7367,-48.9574
814,44.7218,-48.9579
815,44.7024,-48.9529
816,44.6523,-48.9467
817,44.6258,-48.9397
818,44.5875,-48.9663
819,44.5418,-49.0003
820,44.5356,-49.0055
821,44.5299,-49.0061
822,44.5222,-49.0041
823,44.4349,-48.9699
824,44.434,-48.9697
825,44.4333,-48.9692
826,44.432,-48.968
827,44.3637,-48.9162
828,44.3381,-48.9004
829,44.3083,-48.8947
830,44.2698,-48.8862
831,44.2422,-48.8808
832,44.22,-48.8784
833,44.1894,-48.897
834,44.1628,-48.9096
835,44.1463,-48.9089
836,44.1106,-48.9183
837,44.0916,-48.9196
838,44.0505,-48.9495
839,44.0293,-48.9431
840,43.9737,-48.9296
841,43.9546,-48.9237
842,43.94,-48.9254
843,43.8787,-48.9011
844,43.8588,-48.8996
845,43.8484,-48.9042
846,43.8399,-48.9146
847,43.8017,-48.9515
848,43.763,-48.9612
849,43.7346,-48.9678
850,43.7148,-48.9973
851,43.6987,-49.0317
852,43.6672,-49.0377
853,43.63,-49.0456
854,43.5852,-49.0616
855,43.5714,-49.0658
856,43.5667,-49.0676
857,43.5642,-49.0727
858,43.5618,-49.0839
859,43.5714,-49.1033
860,43.5934,-49.1722
861,43.5973,-49.2005
862,43.5885,-49.2191
863,43.5714,-49.2236
864,43.5452,-49.218
865,43.4925,-49.1915
866,43.4756,-49.1888
867,43.4573,-49.1833
868,43.3947,-49.1611
869,43.3799,-49.1566
870,43.3362,-49.1906
871,43.3149,-49.2384
872,43.3069,-49.2643
873,43.3,-49.3328
874,43.296,-49.3513
875,43.2921,-49.3601
876,43.2841,-49.3632
877,43.2694,-49.3619
878,43.1964,-49.3329
879,43.1884,-49.3336
880,43.1435,-49.3708
881,43.1276,-49.3786
882,43.0927,-49.3979
883,43.085,-49.4002
884,43.0793,-49.4081
885,43.0806,-49.4234
886,43.0727,-49.4997
887,43.0741,-49.5247
888,43.0415,-49.5703
889,42.997,-49.6107
890,42.9923,-49.6138
891,42.9907,-49.6192
892,42.9807,-49.6364
893,42.956,-49.6769
894,42.9347,-49.7213
895,42.9257,-49.7489
896,42.9013,-49.7736
897,42.8793,-49.7965
898,42.8606,-49.8184
899,42.8434,-49.86
900,42.829,-49.8986
901,42.819,-49.9245
902,42.8166,-49.9374
903,42.8057,-49.9678
904,42.7692,-49.9835
905,42.7465,-49.9771
906,42.71,-49.9789
907,42.7005,-49.9973
908,42.7005,-49.9973
909,42.8833,-48.5544
910,43.0661,-47.1116
911,43.2489,-45.6688
912,43.4317,-44.226
913,43.6145,-42.7832
914,43.7973,-41.3403
915,43.9802,-39.8975
916,44.163,-38.4547
917,44.3458,-37.0119
918,44.5286,-35.569
919,44.7114,-34.1262
920,45.8001,-27.5253
921,48.0016,-8.9837
922,48.0021,-8.1554
923,48.0021,-8.1554
924,48.0083,-8.1646
925,48.0854,-8.2195
926,48.1431,-8.2479
927,48.1333,-8.3313
928,48.1382,-8.4146
929,48.0854,-8.481
930,48.0704,-8.4979
931,48.0854,-8.5548
932,48.0957,-8.5813
933,48.0854,-8.6485
934,48.0832,-8.6646
935,48.0854,-8.6669
936,48.1687,-8.7453
937,48.1709,-8.7479
938,48.1687,-8.7554
939,48.1607,-8.8313
940,48.1687,-8.8462
941,48.2167,-8.9146
942,48.2065,-8.9979
943,48.2373,-9.0813
944,48.2305,-9.1646
945,48.2521,-9.2062
946,48.2749,-9.2479
947,48.2521,-9.2811
948,48.2223,-9.3313
949,48.1687,-9.3997
950,48.1626,-9.4146
951,48.1457,-9.4979
952,48.1593,-9.5813
953,48.1687,-9.6007
954,48.2233,-9.6646
955,48.2521,-9.691
956,48.2653,-9.6646
957,48.3354,-9.5941
958,48.4042,-9.6646
959,48.4187,-9.6848
960,48.4713,-9.7479
961,48.4894,-9.8313
962,48.5021,-9.8384
963,48.5854,-9.8407
964,48.6687,-9.8766
965,48.7027,-9.9146
966,48.7031,-9.9979
967,48.724,-10.0813
968,48.6687,-10.1246
969,48.6486,-10.1646
970,48.6424,-10.2479
971,48.6529,-10.3313
972,48.6687,-10.3803
973,48.6981,-10.4146
974,48.6687,-10.4593
975,48.651,-10.4979
976,48.6687,-10.5151
977,48.7201,-10.4979
978,48.7521,-10.479
979,48.8009,-10.4979
980,48.8354,-10.528
981,48.8566,-10.5813
982,48.8598,-10.6646
983,48.8849,-10.7479
984,48.89,-10.8313
985,48.8524,-10.9146
986,48.9187,-10.961
987,49.0021,-10.9666
988,49.0289,-10.9979
989,49.0021,-11.07
990,48.992,-11.0813
991,49.0021,-11.0865
992,49.0472,-11.1646
993,49.0439,-11.2479
994,49.0854,-11.2892
995,49.1255,-11.3313
996,49.1628,-11.4146
997,49.1687,-11.4246
998,49.2521,-11.472
999,49.3354,-11.4576
1000,49.4187,-11.4403
1001,49.5021,-11.4301
1002,49.5378,-11.4146
1003,49.5854,-11.391
1004,49.6687,-11.3653
1005,49.7521,-11.3997
1006,49.8354,-11.3354
1007,49.8391,-11.3313
1008,49.8354,-11.3088
1009,49.8238,-11.2479
1010,49.8354,-11.2286
1011,49.9083,-11.1646
1012,49.9187,-11.1542
1013,50.0021,-11.1626
1014,50.0854,-11.1598
1015,50.1687,-11.1365
1016,50.2521,-11.0993
1017,50.2666,-11.0813
1018,50.3354,-11.0209
1019,50.4175,-10.9979
1020,50.4187,-10.9975
1021,50.5021,-10.9732
1022,50.5854,-10.9844
1023,50.6022,-10.9979
1024,50.6269,-11.0813
1025,50.6687,-11.1178
1026,50.709,-11.1646
1027,50.7521,-11.2085
1028,50.7939,-11.2479
1029,50.8354,-11.3077
1030,50.8674,-11.2479
1031,50.9187,-11.1984
1032,50.9556,-11.2479
1033,50.9712,-11.3313
1034,51.0021,-11.4028
1035,51.0373,-11.4146
1036,51.0854,-11.4243
1037,51.1551,-11.4979
1038,51.1687,-11.5233
1039,51.2521,-11.5283
1040,51.3354,-11.556
1041,51.3875,-11.5813
1042,51.4187,-11.5949
1043,51.4812,-11.5813
1044,51.5021,-11.5751
1045,51.514,-11.5813
1046,51.5854,-11.621
1047,51.6667,-11.6646
1048,51.6687,-11.6658
1049,51.7521,-11.7387
1050,51.7683,-11.7479
1051,51.8354,-11.7691
1052,51.9187,-11.8001
1053,51.9998,-11.7479
1054,52.0021,-11.7469
1055,52.0037,-11.7479
1056,52.0854,-11.8162
1057,52.1049,-11.8313
1058,52.1687,-11.8863
1059,52.2104,-11.9146
1060,52.2372,-11.9979
1061,52.2521,-12.0155
1062,52.3354,-12.0688
1063,52.3434,-12.0813
1064,52.3723,-12.1646
1065,52.3943,-12.2479
1066,52.4187,-12.2944
1067,52.4556,-12.3313
1068,52.5021,-12.3862
1069,52.5467,-12.4146
1070,52.5854,-12.4464
1071,52.6303,-12.4979
1072,52.6687,-12.5496
1073,52.6896,-12.5813
1074,52.7082,-12.6646
1075,52.7196,-12.7479
1076,52.7068,-12.8313
1077,52.6774,-12.9146
1078,52.6687,-12.9312
1079,52.6303,-12.9979
1080,52.5854,-13.0486
1081,52.5513,-13.0813
