% Point Number, Decimal Latitude, Decimal Longitude
 257, 39.2645, -72.1238
 258, 39.2568, -72.1377
 259, 39.2471, -72.1720
 260, 39.2424, -72.2048
 261, 39.2254, -72.2424
 262, 39.2027, -72.2583
 263, 39.1831, -72.2664
 264, 39.1548, -72.2988
 265, 39.1417, -72.3287
 266, 39.1393, -72.3812
 267, 39.1403, -72.3917
 268, 39.1369, -72.4427
 269, 39.1209, -72.4770
 270, 39.1017, -72.5295
 271, 39.0959, -72.5439
 272, 39.0932, -72.5492
 273, 39.0882, -72.5591
 274, 39.0518, -72.5998
 275, 39.0273, -72.6355
 276, 39.0108, -72.6512
 277, 38.9932, -72.7010
 278, 38.8983, -72.6679
 279, 38.8909, -72.6944
 280, 38.8881, -72.7025
 281, 38.8425, -72.7342
 282, 38.8034, -72.7486
 283, 38.7868, -72.7626
 284, 38.7796, -72.7803
 285, 38.7551, -72.8286
 286, 38.7495, -72.8354
 287, 38.7194, -72.8749
 288, 38.7178, -72.8857
 289, 38.7085, -72.9249
 290, 38.6975, -72.9693
 291, 38.6932, -72.9812
 292, 38.6512, -73.0124
 293, 38.6136, -73.0328
 294, 38.5961, -73.0417
 295, 38.5874, -73.0599
 296, 38.5725, -73.1047
 297, 38.5688, -73.1144
 298, 38.5547, -73.1639
 299, 38.5427, -73.1891
 300, 38.5187, -73.2032
 301, 38.4828, -73.2108
 302, 38.4385, -73.2391
 303, 38.4318, -73.2466
 304, 38.4238, -73.2501
 305, 38.3835, -73.2866
 306, 38.3481, -73.3233
 307, 38.3436, -73.3396
 308, 38.3289, -73.3918
 309, 38.3203, -73.4185
 310, 38.3141, -73.4268
 311, 38.2751, -73.4633
 312, 38.2554, -73.4959
 313, 38.2411, -73.5169
 314, 38.2417, -73.5264
 315, 38.2520, -73.6140
 316, 38.2531, -73.6362
 317, 38.2477, -73.6510
 318, 38.2340, -73.6615
 319, 38.2140, -73.6470
 320, 38.1394, -73.5975
 321, 38.1391, -73.5973
 322, 38.0928, -73.6402
 323, 38.0696, -73.6884
 324, 38.0618, -73.7070
 325, 38.0443, -73.7095
 326, 38.0036, -73.7316
 327, 37.9868, -73.7752
 328, 37.9728, -73.7988
 329, 37.9494, -73.8054
 330, 37.9097, -73.8159
 331, 37.8770, -73.8529
 332, 37.8747, -73.8765
 333, 37.8545, -73.8934
 334, 37.8222, -73.9100
 335, 37.7950, -73.9400
 336, 37.7808, -73.9607
 337, 37.7597, -74.0248
 338, 37.7536, -74.0335
 339, 37.7509, -74.0400
 340, 37.7040, -74.0716
 341, 37.6648, -74.0975
 342, 37.6480, -74.0997
 343, 37.5752, -74.0955
 344, 37.5716, -74.0962
 345, 37.5700, -74.1177
 346, 37.5645, -74.2000
 347, 37.5640, -74.2065
 348, 37.5140, -74.2366
 349, 37.4914, -74.2772
 350, 37.4805, -74.2932
 351, 37.4784, -74.2965
 352, 37.4751, -74.2972
 353, 37.4635, -74.3016
 354, 37.4162, -74.3150
 355, 37.3803, -74.3391
 356, 37.3618, -74.3458
 357, 37.3528, -74.3651
 358, 37.3268, -74.4063
 359, 37.2855, -74.4331
 360, 37.1907, -74.4015
 361, 37.1808, -74.4104
 362, 37.1760, -74.4208
 363, 37.1319, -74.4497
 364, 37.0959, -74.4544
 365, 37.0641, -74.4598
 366, 37.0395, -74.4901
 367, 37.0324, -74.5256
 368, 37.0090, -74.5849
 369, 37.0065, -74.5937
 370, 37.0042, -74.5967
 371, 37.0011, -74.5972
 372, 36.9964, -74.5959
 373, 36.9164, -74.5761
 374, 36.9063, -74.5734
 375, 36.8930, -74.5722
 376, 36.8310, -74.5594
 377, 36.8115, -74.5592
 378, 36.7863, -74.5516
 379, 36.7435, -74.5395
 380, 36.7167, -74.5314
 381, 36.6813, -74.5585
 382, 36.6627, -74.5952
 383, 36.6442, -74.6160
 384, 36.6219, -74.6190
 385, 36.5768, -74.6272
 386, 36.5323, -74.6671
 387, 36.5307, -74.6709
 388, 36.5271, -74.6730
 389, 36.5175, -74.6738
 390, 36.4625, -74.6809
 391, 36.4323, -74.6823
 392, 36.4161, -74.6794
 393, 36.3874, -74.6743
 394, 36.3832, -74.6739
 395, 36.3376, -74.6650
 396, 36.3162, -74.6857
 397, 36.3163, -74.7115
 398, 36.2853, -74.7528
 399, 36.2428, -74.7606
 400, 36.1966, -74.7287
 401, 36.1570, -74.6604
 402, 36.1573, -74.6494
 403, 36.1481, -74.6366
 404, 36.1340, -74.6362
 405, 36.1115, -74.6459
 406, 36.0763, -74.6623
 407, 36.0610, -74.6641
 408, 36.0533, -74.6650
 409, 36.0186, -74.6581
 410, 35.9939, -74.6510
 411, 35.9586, -74.6449
 412, 35.9331, -74.6727
 413, 35.9173, -74.6983
 414, 35.9007, -74.7374
 415, 35.8879, -74.7739
 416, 35.8877, -74.7746
 417, 35.8781, -74.7998
 418, 35.8726, -74.8086
 419, 35.8638, -74.8104
 420, 35.8514, -74.8063
 421, 35.8433, -74.8029
 422, 35.7751, -74.7746
 423, 35.7691, -74.7726
 424, 35.7621, -74.7717
 425, 35.7003, -74.7750
 426, 35.6744, -74.7702
 427, 35.6463, -74.7606
 428, 35.6036, -74.7423
 429, 35.5797, -74.7341
 430, 35.5399, -74.7597
 431, 35.5082, -74.7976
 432, 35.5003, -74.8136
 433, 35.4849, -74.8179
 434, 35.4594, -74.8131
 435, 35.4188, -74.8042
 436, 35.3902, -74.7991
 437, 35.3483, -74.8114
 438, 35.3251, -74.8191
 439, 35.2955, -74.8285
 440, 35.2868, -74.8323
 441, 35.2814, -74.8411
 442, 35.2470, -74.8860
 443, 35.2357, -74.8988
 444, 35.2069, -74.9318
 445, 35.2050, -74.9362
 446, 35.2019, -74.9373
 447, 35.2019, -75.6801
 448, 35.2019, -75.7102
 449, 35.2019, -76.5249
 450, 35.2333, -76.6107
 451, 35.2396, -76.7900
 452, 35.3571, -77.1778
 453, 36.0412, -79.2896
 454, 38.2422, -80.8957
 455, 42.3468, -78.0999
 456, 43.2985, -76.4937
 457, 44.7022, -74.7262
 458, 46.3202, -76.4869
 459, 48.2714, -76.1062
 460, 51.0791, -74.5834
 461, 53.5062, -71.0142
 462, 54.6007, -66.5884
 463, 58.0748, -64.7990
 464, 59.1883, -64.5817
 465, 59.3896, -64.6108
 466, 59.7602, -64.7830
 467, 59.8769, -64.8968
 468, 59.9761, -64.9446
 469, 60.0285, -64.9256
 470, 60.1591, -64.8450
 471, 60.2375, -64.7908
 472, 60.2839, -64.7349
 473, 60.3077, -64.6813
 474, 60.3137, -64.6337
 475, 60.3097, -64.6097
 476, 60.3347, -64.6062
 477, 60.3505, -64.6040
 478, 60.4461, -64.5918
 479, 60.4546, -64.5895
 480, 60.4567, -64.5832
 481, 60.4578, -64.5797
 482, 60.4575, -64.5725
 483, 60.4551, -64.5679
 484, 59.9971, -60.0944
 485, 59.6891, -60.3711
 486, 59.6575, -60.3525
 487, 59.6317, -60.3307
 488, 59.5992, -60.2787
 489, 59.5801, -60.2349
 490, 59.5547, -60.2043
 491, 59.5059, -60.1557
 492, 59.4889, -60.1306
 493, 59.4520, -60.0814
 494, 59.4108, -60.1183
 495, 59.3729, -60.1503
 496, 59.3614, -60.1594
 497, 59.3494, -60.1594
 498, 59.3336, -60.1486
 499, 59.2942, -60.1060
 500, 59.2636, -60.0669
 501, 59.2468, -60.0365
 502, 59.2293, -60.0468
 503, 59.1980, -60.0519
 504, 59.1556, -60.0429
 505, 59.1442, -60.0342
 506, 59.1345, -60.0289
 507, 59.1017, -59.9980
 508, 59.0572, -59.9530
 509, 59.0417, -59.9455
 510, 59.0271, -59.9373
 511, 58.9925, -59.9370
 512, 58.9531, -59.9329
 513, 58.9393, -59.9255
 514, 58.9190, -59.9225
 515, 58.8540, -59.8821
 516, 58.8370, -59.8955
 517, 58.8100, -59.9335
 518, 58.7975, -59.9614
 519, 58.7626, -59.9782
 520, 58.7347, -59.9759
 521, 58.6982, -59.9536
 522, 58.6414, -59.8867
 523, 58.6324, -59.8805
 524, 58.6268, -59.8743
 525, 58.5405, -59.8329
 526, 58.5302, -59.8245
 527, 58.5233, -59.8191
 528, 58.5087, -59.8022
 529, 58.4550, -59.7380
 530, 58.4281, -59.7174
 531, 58.3955, -59.6981
 532, 58.3575, -59.6788
 533, 58.3260, -59.6600
 534, 58.3006, -59.6557
 535, 58.2441, -59.6319
 536, 58.2240, -59.6265
 537, 58.2119, -59.6248
 538, 58.2000, -59.6339
 539, 58.1594, -59.6602
 540, 58.1221, -59.7180
 541, 58.1082, -59.6980
 542, 58.0675, -59.6328
 543, 58.0202, -59.5894
 544, 57.9764, -59.5697
 545, 57.9613, -59.5606
 546, 57.9183, -59.5425
 547, 57.8841, -59.5079
 548, 57.8417, -59.4736
 549, 57.8165, -59.4505
 550, 57.7994, -59.4406
 551, 57.7550, -59.3947
 552, 57.7307, -59.3613
 553, 57.7148, -59.3401
 554, 57.6810, -59.3117
 555, 57.6538, -59.2884
 556, 57.6131, -59.2548
 557, 57.5763, -59.2162
 558, 57.5514, -59.2070
 559, 57.5115, -59.1765
 560, 57.4838, -59.1557
 561, 57.4321, -59.0927
 562, 57.4213, -59.0724
 563, 57.4100, -59.0572
 564, 57.3975, -59.0584
 565, 57.3814, -59.0661
 566, 57.3294, -59.0658
 567, 57.3085, -59.0564
 568, 57.2909, -59.0414
 569, 57.2716, -59.0086
 570, 57.2421, -58.9480
 571, 57.2071, -58.9035
 572, 57.1632, -58.8780
 573, 57.1429, -58.8589
 574, 57.1057, -58.8356
 575, 57.0889, -58.8045
 576, 57.0737, -58.7751
 577, 57.0470, -58.7064
 578, 57.0044, -58.6279
 579, 56.9960, -58.6153
 580, 56.9882, -58.6005
 581, 56.9399, -58.5283
 582, 56.9031, -58.4821
 583, 56.8610, -58.4591
 584, 56.8198, -58.4069
 585, 56.8019, -58.3957
 586, 56.7914, -58.3829
 587, 56.7328, -58.3808
 588, 56.7007, -58.3586
 589, 56.6874, -58.3336
 590, 56.6717, -58.3085
 591, 56.6340, -58.2452
 592, 56.5996, -58.2221
 593, 56.5600, -58.1729
 594, 56.5156, -58.0996
 595, 56.5091, -58.0829
 596, 56.4986, -58.0603
 597, 56.4723, -57.9818
 598, 56.4618, -57.9428
 599, 56.4565, -57.8861
 600, 56.4541, -57.8663
 601, 56.4491, -57.8066
 602, 56.4379, -57.7493
 603, 56.3976, -57.6654
 604, 56.3906, -57.6567
 605, 56.3797, -57.6423
 606, 56.3253, -57.5784
 607, 56.2967, -57.5391
 608, 56.2636, -57.4976
 609, 56.2223, -57.4687
 610, 56.1958, -57.4441
 611, 56.1801, -57.4340
 612, 56.1208, -57.3846
 613, 56.1074, -57.3621
 614, 56.0950, -57.3464
 615, 56.0844, -57.3531
 616, 56.0783, -57.3637
 617, 56.0182, -57.3650
 618, 55.9942, -57.3597
 619, 55.9668, -57.3443
 620, 55.9219, -57.2871
 621, 55.9131, -57.2577
 622, 55.8935, -57.2165
 623, 55.8479, -57.1804
 624, 55.8401, -57.1787
 625, 55.7929, -57.1490
 626, 55.7745, -57.1098
 627, 55.7675, -57.0829
 628, 55.7395, -57.0088
 629, 55.6923, -56.9248
 630, 55.6878, -56.9211
 631, 55.6778, -56.9106
 632, 55.6248, -56.8427
 633, 55.5917, -56.7871
 634, 55.5758, -56.7531
 635, 55.5646, -56.7273
 636, 55.5212, -56.6682
 637, 55.4913, -56.6031
 638, 55.4773, -56.5748
 639, 55.4697, -56.5533
 640, 55.4659, -56.5190
 641, 55.4556, -56.4636
 642, 55.4515, -56.4160
 643, 55.4498, -56.3620
 644, 55.4478, -56.3412
 645, 55.4463, -56.2848
 646, 55.4478, -56.2298
 647, 55.4506, -56.2103
 648, 55.4524, -56.1591
 649, 55.4349, -56.0943
 650, 55.3908, -56.0299
 651, 55.3789, -56.0111
 652, 55.3739, -55.9935
 653, 55.3707, -55.9662
 654, 55.3596, -55.8982
 655, 55.3554, -55.8562
 656, 55.3547, -55.8096
 657, 55.3583, -55.7707
 658, 55.3574, -55.7286
 659, 55.3396, -55.6573
 660, 55.3385, -55.6527
 661, 55.3211, -55.5831
 662, 55.3133, -55.5502
 663, 55.2905, -55.4932
 664, 55.2749, -55.4531
 665, 55.2695, -55.4306
 666, 55.2662, -55.3981
 667, 55.2576, -55.3388
 668, 55.2538, -55.2949
 669, 55.2333, -55.2302
 670, 55.2102, -55.1720
 671, 55.1985, -55.1410
 672, 55.1989, -55.1300
 673, 55.1929, -55.0135
 674, 55.1930, -55.0101
 675, 55.1930, -55.0064
 676, 55.1901, -54.9879
 677, 55.1794, -54.8892
 678, 55.1786, -54.8751
 679, 55.1758, -54.8555
 680, 55.1671, -54.7710
 681, 55.1621, -54.7392
 682, 55.1571, -54.6946
 683, 55.1518, -54.6552
 684, 55.1464, -54.6037
 685, 55.1379, -54.5384
 686, 55.1370, -54.5315
 687, 55.1367, -54.5289
 688, 55.1289, -54.4674
 689, 55.1276, -54.4186
 690, 55.1257, -54.3835
 691, 55.1244, -54.3371
 692, 55.1191, -54.2972
 693, 55.1039, -54.2174
 694, 55.1010, -54.1982
 695, 55.0985, -54.1861
 696, 55.0899, -54.1355
 697, 55.0766, -54.0759
 698, 55.0734, -54.0575
 699, 55.0564, -54.0070
 700, 55.0464, -53.9728
 701, 55.0162, -53.9036
 702, 55.0072, -53.8772
 703, 54.9897, -53.7897
 704, 54.9849, -53.7675
 705, 54.9831, -53.7605
 706, 54.9385, -53.6778
 707, 54.8899, -53.6134
 708, 54.8802, -53.5983
 709, 54.8755, -53.5837
 710, 54.8704, -53.5564
 711, 54.8564, -53.4900
 712, 54.8486, -53.4435
 713, 54.8334, -53.3812
 714, 54.8318, -53.3614
 715, 54.8216, -53.3034
 716, 54.8182, -53.2659
 717, 54.7901, -53.1649
 718, 54.7885, -53.1628
 719, 54.7874, -53.1602
 720, 54.7392, -53.0761
 721, 54.6904, -53.0265
 722, 54.6478, -53.0434
 723, 54.6147, -53.0834
 724, 54.6076, -53.1020
 725, 54.5907, -53.1343
 726, 54.5604, -53.1483
 727, 54.4986, -53.1598
 728, 54.4928, -53.1594
 729, 54.4910, -53.1603
 730, 54.4854, -53.1611
 731, 54.4338, -53.1854
 732, 54.3914, -53.1758
 733, 54.3527, -53.1451
 734, 54.3080, -53.0760
 735, 54.3019, -53.0604
 736, 54.2918, -53.0468
 737, 54.2434, -52.9858
 738, 54.2418, -52.9836
 739, 54.1923, -52.9304
 740, 54.1748, -52.9129
 741, 54.1543, -52.8816
 742, 54.1273, -52.8258
 743, 54.0928, -52.7632
 744, 54.0711, -52.7461
 745, 54.0245, -52.7380
 746, 53.9933, -52.7196
 747, 53.9702, -52.7045
 748, 53.9278, -52.6567
 749, 53.9077, -52.6305
 750, 53.8939, -52.6157
 751, 53.8772, -52.6137
 752, 53.8631, -52.6163
 753, 53.8423, -52.6201
 754, 53.8071, -52.6211
 755, 53.7946, -52.6162
 756, 53.7847, -52.6081
 757, 53.7742, -52.5911
 758, 53.7412, -52.5183
 759, 53.7260, -52.4849
 760, 53.7225, -52.4771
 761, 53.7030, -52.4340
 762, 53.6989, -52.4276
 763, 53.6952, -52.4242
 764, 53.6878, -52.4180
 765, 53.6175, -52.3812
 766, 53.6096, -52.3771
 767, 53.5998, -52.3643
 768, 53.5959, -52.3593
 769, 53.5586, -52.2940
 770, 53.5192, -52.2298
 771, 53.5069, -52.2116
 772, 53.4967, -52.2031
 773, 53.4828, -52.1968
 774, 53.4653, -52.1945
 775, 53.4201, -52.1884
 776, 53.4021, -52.1868
 777, 53.3975, -52.1861
 778, 53.3942, -52.1817
 779, 53.3914, -52.1764
 780, 53.3441, -52.0983
 781, 53.2983, -52.0357
 782, 53.2637, -52.0410
 783, 53.2426, -52.0436
 784, 53.1992, -52.0526
 785, 53.1657, -51.9991
 786, 53.1260, -51.9402
 787, 53.1111, -51.9200
 788, 53.1001, -51.9105
 789, 53.0823, -51.8996
 790, 53.0115, -51.8798
 791, 53.0010, -51.8715
 792, 52.9643, -51.7946
 793, 52.9331, -51.7352
 794, 52.9134, -51.7127
 795, 52.9020, -51.7057
 796, 52.8830, -51.6906
 797, 52.8137, -51.6732
 798, 52.8030, -51.6518
 799, 52.7733, -51.5824
 800, 52.7433, -51.5325
 801, 52.7161, -51.5063
 802, 52.7041, -51.4981
 803, 52.6864, -51.4872
 804, 52.6125, -51.4707
 805, 52.6052, -51.4642
 806, 52.5663, -51.3853
 807, 52.5114, -51.3141
 808, 52.5084, -51.3102
 809, 52.5063, -51.3086
 810, 52.4973, -51.2970
 811, 52.4487, -51.2368
 812, 52.4075, -51.1725
 813, 52.3975, -51.1561
 814, 52.3907, -51.1407
 815, 52.3514, -51.0710
 816, 52.3087, -51.0284
 817, 52.2837, -51.0051
 818, 52.2575, -50.9630
 819, 52.2376, -50.9202
 820, 52.2100, -50.8804
 821, 52.1813, -50.8444
 822, 52.1261, -50.8053
 823, 52.1113, -50.7920
 824, 52.1043, -50.7870
 825, 52.0946, -50.7743
 826, 52.0484, -50.7111
 827, 52.0127, -50.6579
 828, 51.9897, -50.6378
 829, 51.9339, -50.6125
 830, 51.9140, -50.5989
 831, 51.9032, -50.5892
 832, 51.8995, -50.5827
 833, 51.8933, -50.5717
 834, 51.8593, -50.5031
 835, 51.8154, -50.4274
 836, 51.8102, -50.4216
 837, 51.8000, -50.4111
 838, 51.7428, -50.3566
 839, 51.7169, -50.3173
 840, 51.6846, -50.2834
 841, 51.6352, -50.2451
 842, 51.6184, -50.2303
 843, 51.6111, -50.2241
 844, 51.5964, -50.2093
 845, 51.5469, -50.1566
 846, 51.5199, -50.1152
 847, 51.4918, -50.0811
 848, 51.4569, -50.0324
 849, 51.4334, -50.0086
 850, 51.4215, -50.0007
 851, 51.4002, -49.9844
 852, 51.3465, -49.9617
 853, 51.3231, -49.9319
 854, 51.2936, -49.8846
 855, 51.2798, -49.8422
 856, 51.2512, -49.7982
 857, 51.2248, -49.7781
 858, 51.1859, -49.7584
 859, 51.1597, -49.7559
 860, 51.1265, -49.7339
 861, 51.0961, -49.7363
 862, 51.0293, -49.7503
 863, 51.0290, -49.7511
 864, 51.0282, -49.7525
 865, 50.9981, -49.8250
 866, 50.9813, -49.8569
 867, 50.9925, -49.9062
 868, 51.0267, -49.9959
 869, 51.0274, -49.9980
 870, 51.0274, -49.9990
 871, 51.0282, -50.0418
 872, 51.0291, -50.1217
 873, 51.0291, -50.1228
 874, 51.0290, -50.1237
 875, 51.0282, -50.1260
 876, 50.9927, -50.1887
 877, 50.9655, -50.2236
 878, 50.9513, -50.2454
 879, 50.9300, -50.2657
 880, 50.9117, -50.3049
 881, 50.9060, -50.3259
 882, 50.8714, -50.3633
 883, 50.8318, -50.3726
 884, 50.8011, -50.3727
 885, 50.7557, -50.3948
 886, 50.7426, -50.4013
 887, 50.7336, -50.4008
 888, 50.7175, -50.4013
 889, 50.6584, -50.3882
 890, 50.6355, -50.3962
 891, 50.6093, -50.3746
 892, 50.5394, -50.3161
 893, 50.5380, -50.3149
 894, 50.5375, -50.3147
 895, 50.5371, -50.3147
 896, 50.5365, -50.3150
 897, 50.4748, -50.3374
 898, 50.4394, -50.3345
 899, 50.4036, -50.3122
 900, 50.3461, -50.2463
 901, 50.3442, -50.2422
 902, 50.3414, -50.2360
 903, 50.3318, -50.2290
 904, 50.2834, -50.1734
 905, 50.2435, -50.1538
 906, 50.2096, -50.1166
 907, 50.1788, -50.0629
 908, 50.1650, -50.0335
 909, 50.1456, -49.9997
 910, 50.1065, -49.9631
 911, 50.0863, -49.9555
 912, 50.0477, -49.9298
 913, 50.0209, -49.9174
 914, 49.9512, -49.8596
 915, 49.9504, -49.8588
 916, 49.9500, -49.8585
 917, 49.9489, -49.8574
 918, 49.8862, -49.7948
 919, 49.8525, -49.7596
 920, 49.8172, -49.7694
 921, 49.7613, -49.7870
 922, 49.7557, -49.7887
 923, 49.7550, -49.7889
 924, 49.7518, -49.7876
 925, 49.6684, -49.7499
 926, 49.6576, -49.7456
 927, 49.6429, -49.7363
 928, 49.5888, -49.7004
 929, 49.5602, -49.6829
 930, 49.5441, -49.7012
